ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,ASSENTAMEN
degradacao,"6","2013",Modis,PA,6.63,Paragominas,PA LUIZ INÁCIO
degradacao,"5","2016",Modis,PA,1.60,Paragominas,PA LUIZ INÁCIO
degradacao,"5","2016",Modis,PA,0.21,Paragominas,PA LUIZ INÁCIO
degradacao,"5","2016",Modis,PA,0.04,Paragominas,PA LUIZ INÁCIO
degradacao,"9","2011",Modis,MT,0.90,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"12","2012",Modis,MT,7.94,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"1","2009",Modis,MT,0.47,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"9","2014",Modis,MT,0.96,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"4","2011",Modis,MT,0.06,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"8","2011",Modis,MT,1.03,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"11","2020",Sentinel-1-2,MT,0.02,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"11","2019",Sentinel-1-2,MT,0.04,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"11","2019",Sentinel-1-2,MT,0.02,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"11","2019",Sentinel-1-2,MT,0.03,Nova Ubiratã,"PA BOA ESPERANÇA I, II E III"
degradacao,"4","2020",Sentinel-1-2,MT,0.02,Castanheira,PA VALE DO SERINGAL
degradacao,"4","2020",Sentinel-1-2,MT,0.02,Castanheira,PA VALE DO SERINGAL
degradacao,"7","2009",Modis,MT,0.28,Castanheira,PA VALE DO SERINGAL
degradacao,"7","2009",Modis,MT,0.10,Castanheira,PA VALE DO SERINGAL
degradacao,"8","2010",Modis,MT,0.16,Castanheira,PA VALE DO SERINGAL
degradacao,"8","2010",Modis,MT,0.10,Castanheira,PA VALE DO SERINGAL
degradacao,"8","2010",Modis,MT,0.20,Castanheira,PA VALE DO SERINGAL
degradacao,"10","2010",Modis,MT,0.60,Castanheira,PA VALE DO SERINGAL
degradacao,"10","2010",Modis,MT,0.16,Castanheira,PA VALE DO SERINGAL
degradacao,"10","2010",Modis,MT,0.12,Castanheira,PA VALE DO SERINGAL
degradacao,"1","2011",Modis,MT,0.38,Castanheira,PA VALE DO SERINGAL
degradacao,"1","2011",Modis,MT,0.03,Castanheira,PA VALE DO SERINGAL
degradacao,"1","2011",Modis,MT,0.33,Castanheira,PA VALE DO SERINGAL
degradacao,"9","2019",Sentinel-1-2,MT,0.09,Castanheira,PA VALE DO SERINGAL
degradacao,"9","2019",Sentinel-1-2,MT,0.02,Castanheira,PA VALE DO SERINGAL
degradacao,"9","2019",Sentinel-1-2,MT,0.03,Castanheira,PA VALE DO SERINGAL
degradacao,"9","2019",Sentinel-1-2,MT,0.09,Castanheira,PA VALE DO SERINGAL
degradacao,"6","2016",Modis,PA,25.38,Santarém,PEAEX MARIAZINHA ARACATI
degradacao,"6","2016",Modis,PA,0.31,Santarém,PEAEX MARIAZINHA ARACATI
degradacao,"6","2016",Modis,PA,2.68,Santarém,PEAEX MARIAZINHA ARACATI
degradacao,"12","2020",Sentinel-1-2,PA,0.02,Medicilândia,PA PARAÍSO DO NORTE
degradacao,"12","2020",Sentinel-1-2,PA,0.05,Medicilândia,PA PARAÍSO DO NORTE
degradacao,"12","2019",Sentinel-1-2,PA,0.19,Medicilândia,PA PARAÍSO DO NORTE
degradacao,"12","2019",Sentinel-1-2,PA,0.02,Altamira,PA ITAPUAMA
degradacao,"6","2010",Modis,PA,0.56,Novo Repartimento,PA TUERE
degradacao,"6","2010",Modis,PA,0.34,Novo Repartimento,PA TUERE
degradacao,"12","2019",Sentinel-1-2,PA,0.02,Novo Repartimento,PA TUERE
degradacao,"3","2020",Sentinel-1-2,PA,0.21,Novo Repartimento,PA TUERE
degradacao,"10","2020",Sentinel-1-2,PA,0.03,Placas,PDS AVELINO RIBEIRO
degradacao,"5","2009",Modis,AM,0.76,Manicoré,PA MATUPI
degradacao,"10","2008",Modis,AM,0.19,Manicoré,PA MATUPI
degradacao,"11","2020",Sentinel-1-2,AM,0.02,Manicoré,PA MATUPI
degradacao,"11","2020",Sentinel-1-2,AM,0.04,Manicoré,PA MATUPI
degradacao,"9","2020",Sentinel-1-2,AM,0.06,Manicoré,PA MATUPI
degradacao,"9","2020",Sentinel-1-2,AM,0.09,Manicoré,PA MATUPI
degradacao,"9","2019",Sentinel-1-2,AM,0.05,Manicoré,PA MATUPI
degradacao,"7","2019",Sentinel-1-2,AM,0.06,Manicoré,PA MATUPI
degradacao,"4","2016",Modis,PA,0.59,Goianésia do Pará,PA ARARANDEUA
degradacao,"4","2016",Modis,PA,1.82,Goianésia do Pará,PA ARARANDEUA
degradacao,"4","2016",Modis,PA,1.10,Goianésia do Pará,PA ARARANDEUA
degradacao,"9","2011",Modis,PA,0.36,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.54,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.43,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,1.67,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.11,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,1.72,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.38,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.24,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.27,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.27,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.43,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.20,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.61,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.14,Goianésia do Pará,PA ARARANDEUA
degradacao,"7","2010",Modis,PA,0.10,Goianésia do Pará,PA ARARANDEUA
degradacao,"7","2010",Modis,PA,0.21,Goianésia do Pará,PA ARARANDEUA
degradacao,"7","2010",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"7","2010",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"7","2010",Modis,PA,0.12,Goianésia do Pará,PA ARARANDEUA
degradacao,"11","2020",Sentinel-1-2,PA,0.02,Goianésia do Pará,PA ARARANDEUA
degradacao,"11","2020",Sentinel-1-2,PA,0.04,Goianésia do Pará,PA ARARANDEUA
degradacao,"11","2020",Sentinel-1-2,PA,0.13,Goianésia do Pará,PA ARARANDEUA
degradacao,"11","2020",Sentinel-1-2,PA,0.03,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2011",Modis,PA,0.36,Goianésia do Pará,PA ARARANDEUA
degradacao,"9","2011",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"9","2011",Modis,PA,0.52,Goianésia do Pará,PA ARARANDEUA
degradacao,"9","2011",Modis,PA,0.22,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2011",Modis,PA,0.48,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2011",Modis,PA,0.48,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2011",Modis,PA,0.30,Goianésia do Pará,PA ARARANDEUA
degradacao,"9","2011",Modis,PA,0.44,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.45,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.88,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,1.44,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.19,Goianésia do Pará,PA ARARANDEUA
degradacao,"3","2010",Modis,PA,0.16,Goianésia do Pará,PA ARARANDEUA
degradacao,"11","2020",Sentinel-1-2,PA,0.04,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2020",Sentinel-1-2,PA,0.03,Goianésia do Pará,PA ARARANDEUA
degradacao,"10","2020",Sentinel-1-2,PA,0.02,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2019",Sentinel-1-2,PA,0.02,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2019",Sentinel-1-2,PA,0.01,Goianésia do Pará,PA ARARANDEUA
degradacao,"12","2019",Sentinel-1-2,AP,0.03,Porto Grande,PA MANOEL JACINTO
degradacao,"10","2019",Sentinel-1-2,PA,0.06,Parauapebas,PA CARLOS FONSECA
degradacao,"8","2017",Sentinel-1-2,MT,0.62,Cláudia,PDS 12 DE OUTUBRO
degradacao,"6","2009",Modis,MT,2.94,Cláudia,PDS 12 DE OUTUBRO
degradacao,"6","2019",Sentinel-1-2,MT,0.07,Cláudia,PDS 12 DE OUTUBRO
degradacao,"6","2019",Sentinel-1-2,MT,0.01,Cláudia,PDS 12 DE OUTUBRO
degradacao,"6","2019",Sentinel-1-2,MT,0.07,Cláudia,PDS 12 DE OUTUBRO
degradacao,"6","2019",Sentinel-1-2,MT,0.06,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2018",Sentinel-1-2,MT,0.05,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2018",Sentinel-1-2,MT,0.08,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2018",Sentinel-1-2,MT,0.02,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2018",Sentinel-1-2,MT,0.04,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2018",Sentinel-1-2,MT,0.27,Cláudia,PDS 12 DE OUTUBRO
degradacao,"7","2015",Modis,MT,2.39,Cláudia,PDS 12 DE OUTUBRO
degradacao,"8","2010",Modis,MT,0.33,Cláudia,PDS 12 DE OUTUBRO
degradacao,"8","2010",Modis,MT,0.27,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2020",Sentinel-1-2,MT,0.02,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2020",Sentinel-1-2,MT,0.22,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2020",Sentinel-1-2,MT,0.02,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2020",Sentinel-1-2,MT,0.03,Cláudia,PDS 12 DE OUTUBRO
degradacao,"10","2020",Sentinel-1-2,MT,0.05,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.04,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.04,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.10,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.20,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.04,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.11,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.03,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.19,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.03,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.06,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.06,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.12,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.27,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.28,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.18,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.12,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.11,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.50,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.25,Cláudia,PDS 12 DE OUTUBRO
degradacao,"9","2020",Sentinel-1-2,MT,0.29,Cláudia,PDS 12 DE OUTUBRO
degradacao,"11","2015",Modis,AM,0.42,Manaquiri,PA MANAQUIRI I - GLEBA 06
degradacao,"11","2015",Modis,AM,0.29,Manaquiri,PA MANAQUIRI I - GLEBA 06
degradacao,"8","2011",Modis,PA,0.98,Itaituba,PA AREIA
degradacao,"8","2011",Modis,PA,0.39,Itaituba,PA AREIA
degradacao,"10","2020",Sentinel-1-2,PA,0.71,Itaituba,PA AREIA
degradacao,"10","2020",Sentinel-1-2,PA,0.02,Trairão,PA AREIA
degradacao,"8","2011",Modis,PA,0.15,Trairão,PA AREIA
degradacao,"10","2020",Sentinel-1-2,PA,0.02,Trairão,PA AREIA
degradacao,"10","2020",Sentinel-1-2,PA,0.02,Trairão,PA AREIA
degradacao,"8","2019",Sentinel-1-2,PA,0.01,Trairão,PA AREIA
degradacao,"8","2019",Sentinel-1-2,PA,0.07,Trairão,PA AREIA
degradacao,"9","2019",Sentinel-1-2,PA,0.06,Trairão,PA AREIA
degradacao,"11","2020",Sentinel-1-2,PA,0.08,Bom Jesus do Tocantins,PA SÃO GERALDO
degradacao,"11","2020",Sentinel-1-2,PA,0.02,Bom Jesus do Tocantins,PA SÃO GERALDO
degradacao,"11","2020",Sentinel-1-2,PA,0.03,Bom Jesus do Tocantins,PA SÃO GERALDO
degradacao,"8","2011",Modis,PA,0.02,Eldorado do Carajás,PA UNIÃO DO ANGICO
degradacao,"8","2011",Modis,PA,1.01,Eldorado do Carajás,PA BAGUA
degradacao,"2","2009",Modis,MT,0.79,Querência,PA SÃO MANOEL
degradacao,"2","2012",Modis,MT,0.01,Querência,PA SÃO MANOEL
degradacao,"8","2015",Modis,MT,0.01,Querência,PA SÃO MANOEL
degradacao,"8","2010",Modis,MT,1.49,Querência,PA SÃO MANOEL
degradacao,"9","2012",Modis,MT,0.02,Paranatinga,PA BOA VISTA
degradacao,"7","2015",Modis,MT,0.08,Paranatinga,PA BOA VISTA
