ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UNID_CONSE,USO,JURISDICAO
degradacao,9,2024,Sentinel-2,PA,0.46,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.45,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.45,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,MT,0.25,Apiacás,RESEC Apiacás,Proteção Integral,Estadual
degradacao,9,2024,Sentinel-2,MT,0.45,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,AM,0.45,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.45,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.45,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.45,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,RO,0.44,Cujubim,RESEX Angelim,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.44,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.44,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.44,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.44,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.44,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.44,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.44,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.43,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.43,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,Jacareacanga,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,RO,0.43,Porto Velho,FERS do Rio Madeira (B),Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.43,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.43,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,MT,0.43,Novo Mundo,PES Cristalino II,Proteção Integral,Estadual
degradacao,9,2024,Sentinel-2,PA,0.43,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.42,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.42,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.02,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.42,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.42,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.42,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.41,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,RO,0.41,Porto Velho,FERS do Rio Madeira (B),Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.26,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.41,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,AM,0.41,Novo Aripuanã,FLONA do Aripuanã,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,MT,0.40,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,AM,0.40,Maués,FES de Maués,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.22,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.18,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.02,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.40,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.40,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.40,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,AM,0.37,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,MT,0.39,Rondolândia,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.39,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.39,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,MT,0.39,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.39,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.39,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,RO,0.39,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.39,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.39,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.39,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.39,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.39,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.39,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.39,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.38,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.38,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.38,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.38,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,AM,0.34,Apuí,FLONA do Aripuanã,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.38,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.25,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,Jacareacanga,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,MT,0.37,Novo Mundo,PES Cristalino II,Proteção Integral,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,RO,0.37,Cujubim,RESEX Rio Preto-Jacundá,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.37,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.37,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,MT,0.36,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.23,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.13,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.36,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.36,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.36,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.35,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.35,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.35,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.35,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.35,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.35,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.35,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,AM,0.35,Novo Aripuanã,RDS do Juma,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.35,Marabá,FLONA de Itacaiúnas,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.34,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.32,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.34,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.01,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.34,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,RO,0.18,Candeias do Jamari,FLONA de Jacundá,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,MT,0.34,Novo Mundo,PES Cristalino II,Proteção Integral,Estadual
degradacao,9,2024,Sentinel-2,PA,0.34,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.34,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,Marabá,FLONA de Itacaiúnas,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.34,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Jacareacanga,FLONA do Crepori,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.33,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.33,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.33,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Marabá,FLONA de Itacaiúnas,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.33,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.33,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.32,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,AM,0.32,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,AC,0.32,Sena Madureira,FES do Antimary,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.32,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.32,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,AM,0.32,Iranduba,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.32,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.32,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.31,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.12,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.19,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.31,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.31,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.31,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.31,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.31,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.27,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.31,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.29,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,AM,0.30,Novo Airão,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,MT,0.30,Novo Mundo,PES Cristalino II,Proteção Integral,Estadual
degradacao,9,2024,Sentinel-2,PA,0.30,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.22,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,Itaituba,PARNA do Rio Novo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.30,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,MT,0.30,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.30,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,RO,0.30,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,RO,0.30,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.29,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.29,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.29,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2024,Sentinel-2,PA,0.29,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.29,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,MT,0.29,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,9,2024,Sentinel-2,PA,0.29,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2024,Sentinel-2,PA,0.29,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
