ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2
degradacao,"10","2020",Sentinel-1-2,MT,0.03
degradacao,"10","2020",Sentinel-1-2,MT,0.03
degradacao,"10","2020",Sentinel-1-2,MT,0.02
degradacao,"10","2020",Sentinel-1-2,MT,0.11
degradacao,"10","2020",Sentinel-1-2,MT,0.13
degradacao,"10","2020",Sentinel-1-2,MT,0.46
degradacao,"10","2020",Sentinel-1-2,MT,0.68
degradacao,"10","2020",Sentinel-1-2,MT,0.03
degradacao,"11","2020",Sentinel-1-2,MT,0.44
degradacao,"11","2020",Sentinel-1-2,MT,0.06
degradacao,"11","2020",Sentinel-1-2,MT,0.39
degradacao,"11","2020",Sentinel-1-2,MT,4.05
degradacao,"11","2020",Sentinel-1-2,MT,0.19
degradacao,"11","2020",Sentinel-1-2,MT,3.06
degradacao,"11","2020",Sentinel-1-2,MT,0.05
degradacao,"11","2020",Sentinel-1-2,MT,0.16
degradacao,"11","2020",Sentinel-1-2,MT,0.03
degradacao,"11","2020",Sentinel-1-2,MT,0.03
degradacao,"8","2010",Modis,MT,0.14
degradacao,"11","2020",Sentinel-1-2,MT,0.07
degradacao,"11","2020",Sentinel-1-2,MT,0.10
degradacao,"8","2010",Modis,MT,0.16
degradacao,"11","2020",Sentinel-1-2,MT,0.20
degradacao,"8","2010",Modis,MT,2.21
degradacao,"8","2010",Modis,MT,0.19
degradacao,"8","2010",Modis,MT,0.21
degradacao,"8","2010",Modis,MT,0.13
degradacao,"8","2010",Modis,MT,0.16
degradacao,"8","2010",Modis,MT,0.24
degradacao,"8","2010",Modis,MT,0.11
degradacao,"8","2010",Modis,MT,0.16
degradacao,"10","2010",Modis,MT,0.28
degradacao,"4","2011",Modis,MT,5.62
degradacao,"8","2010",Modis,MT,0.88
degradacao,"4","2011",Modis,MT,0.58
degradacao,"8","2010",Modis,MT,0.22
degradacao,"8","2010",Modis,MT,0.12
degradacao,"2","2010",Modis,MT,0.33
degradacao,"10","2010",Modis,MT,0.27
degradacao,"2","2010",Modis,MT,0.11
degradacao,"2","2010",Modis,MT,3.09
degradacao,"4","2011",Modis,MT,2.31
degradacao,"2","2010",Modis,MT,4.39
degradacao,"8","2011",Modis,MT,0.13
degradacao,"2","2010",Modis,MT,0.65
degradacao,"2","2010",Modis,MT,0.16
degradacao,"2","2010",Modis,MT,0.65
degradacao,"2","2010",Modis,MT,0.33
degradacao,"2","2010",Modis,MT,2.93
degradacao,"2","2010",Modis,MT,0.71
degradacao,"11","2020",Sentinel-1-2,MT,0.09
degradacao,"2","2010",Modis,MT,0.54
degradacao,"2","2010",Modis,MT,2.16
degradacao,"2","2010",Modis,MT,2.28
degradacao,"2","2010",Modis,MT,0.16
degradacao,"11","2020",Sentinel-1-2,MT,0.81
degradacao,"11","2020",Sentinel-1-2,MT,0.09
degradacao,"11","2020",Sentinel-1-2,MT,0.04
degradacao,"11","2020",Sentinel-1-2,MT,0.02
degradacao,"11","2020",Sentinel-1-2,MT,0.01
degradacao,"11","2020",Sentinel-1-2,MT,1.02
degradacao,"10","2020",Sentinel-1-2,MT,0.04
degradacao,"11","2020",Sentinel-1-2,MT,0.19
degradacao,"10","2020",Sentinel-1-2,MT,0.07
degradacao,"10","2020",Sentinel-1-2,MT,0.64
degradacao,"11","2020",Sentinel-1-2,MT,1.31
degradacao,"10","2020",Sentinel-1-2,MT,0.04
degradacao,"10","2020",Sentinel-1-2,MT,0.07
degradacao,"10","2020",Sentinel-1-2,MT,0.04
degradacao,"10","2020",Sentinel-1-2,MT,0.07
degradacao,"10","2020",Sentinel-1-2,MT,0.09
degradacao,"1","2021",Sentinel-1-2,MT,0.08
degradacao,"1","2021",Sentinel-1-2,MT,1.01
degradacao,"1","2021",Sentinel-1-2,MT,0.08
degradacao,"1","2021",Sentinel-1-2,MT,0.10
degradacao,"4","2010",Modis,MT,1.36
degradacao,"12","2020",Sentinel-1-2,MT,0.09
degradacao,"12","2020",Sentinel-1-2,MT,0.41
degradacao,"1","2021",Sentinel-1-2,MT,0.01
degradacao,"10","2009",Modis,MT,0.54
degradacao,"1","2021",Sentinel-1-2,MT,0.57
degradacao,"1","2021",Sentinel-1-2,MT,0.33
degradacao,"1","2021",Sentinel-1-2,MT,0.78
degradacao,"12","2020",Sentinel-1-2,MT,0.02
degradacao,"1","2021",Sentinel-1-2,MT,2.34
degradacao,"1","2021",Sentinel-1-2,MT,0.80
degradacao,"1","2021",Sentinel-1-2,MT,0.06
degradacao,"10","2008",Modis,MT,4.72
degradacao,"12","2009",Modis,MT,0.16
degradacao,"12","2009",Modis,MT,0.59
degradacao,"12","2009",Modis,MT,0.16
degradacao,"1","2021",Sentinel-1-2,MT,5.36
degradacao,"11","2009",Modis,MT,0.22
degradacao,"10","2009",Modis,MT,0.33
degradacao,"10","2009",Modis,MT,1.79
degradacao,"2","2012",Modis,MT,0.89
degradacao,"10","2008",Modis,MT,0.27
degradacao,"10","2008",Modis,MT,0.49
degradacao,"10","2008",Modis,MT,0.33
degradacao,"11","2009",Modis,MT,0.43
degradacao,"10","2008",Modis,MT,0.22
degradacao,"10","2008",Modis,MT,0.36
degradacao,"4","2013",Modis,MT,0.56
degradacao,"2","2012",Modis,MT,0.75
degradacao,"10","2008",Modis,MT,0.81
degradacao,"4","2012",Modis,MT,0.32
degradacao,"12","2009",Modis,MT,0.70
degradacao,"12","2011",Modis,MT,2.24
degradacao,"4","2013",Modis,MT,0.94
degradacao,"12","2013",Modis,MT,4.27
degradacao,"4","2012",Modis,MT,0.11
degradacao,"10","2020",Sentinel-1-2,MT,0.02
degradacao,"4","2012",Modis,MT,2.81
degradacao,"4","2013",Modis,MT,0.29
degradacao,"4","2014",Modis,MT,2.30
degradacao,"4","2013",Modis,MT,1.05
degradacao,"11","2020",Sentinel-1-2,MT,0.09
degradacao,"11","2020",Sentinel-1-2,MT,0.02
degradacao,"10","2020",Sentinel-1-2,MT,0.05
degradacao,"11","2020",Sentinel-1-2,MT,0.08
degradacao,"10","2020",Sentinel-1-2,MT,0.07
degradacao,"10","2020",Sentinel-1-2,MT,0.50
degradacao,"11","2020",Sentinel-1-2,MT,0.45
degradacao,"10","2020",Sentinel-1-2,MT,0.01
degradacao,"11","2020",Sentinel-1-2,MT,0.06
degradacao,"11","2020",Sentinel-1-2,MT,0.06
degradacao,"11","2020",Sentinel-1-2,MT,7.00
degradacao,"11","2020",Sentinel-1-2,MT,0.14
degradacao,"11","2020",Sentinel-1-2,MT,1.92
degradacao,"11","2020",Sentinel-1-2,MT,13.18
degradacao,"11","2020",Sentinel-1-2,MT,0.02
degradacao,"11","2020",Sentinel-1-2,MT,0.05
degradacao,"1","2015",Modis,MT,0.16
degradacao,"1","2015",Modis,MT,0.21
degradacao,"1","2015",Modis,MT,5.41
degradacao,"8","2015",Modis,MT,7.02
degradacao,"1","2015",Modis,MT,1.79
degradacao,"1","2015",Modis,MT,1.87
degradacao,"1","2015",Modis,MT,5.72
degradacao,"7","2013",Modis,MT,1.65
degradacao,"7","2015",Modis,MT,0.24
degradacao,"7","2015",Modis,MT,0.33
degradacao,"7","2015",Modis,MT,7.32
degradacao,"8","2020",Sentinel-1-2,MT,0.09
degradacao,"2","2015",Modis,MT,5.10
degradacao,"1","2015",Modis,MT,3.71
degradacao,"7","2015",Modis,MT,1.34
degradacao,"1","2015",Modis,MT,0.11
degradacao,"8","2020",Sentinel-1-2,MT,0.03
degradacao,"8","2020",Sentinel-1-2,MT,0.03
degradacao,"8","2020",Sentinel-1-2,MT,0.02
degradacao,"4","2019",Sentinel-1-2,MT,0.56
degradacao,"8","2015",Modis,MT,0.40
degradacao,"8","2015",Modis,MT,1.80
degradacao,"8","2015",Modis,MT,0.28
degradacao,"7","2015",Modis,MT,0.20
degradacao,"4","2019",Sentinel-1-2,MT,0.01
degradacao,"4","2019",Sentinel-1-2,MT,0.01
degradacao,"4","2019",Sentinel-1-2,MT,0.07
degradacao,"10","2015",Modis,MT,1.14
degradacao,"4","2019",Sentinel-1-2,MT,0.02
degradacao,"4","2019",Sentinel-1-2,MT,0.01
degradacao,"4","2019",Sentinel-1-2,MT,0.01
degradacao,"8","2020",Sentinel-1-2,MT,0.10
degradacao,"10","2015",Modis,MT,1.56
degradacao,"10","2015",Modis,MT,0.78
degradacao,"12","2015",Modis,MT,6.09
degradacao,"10","2015",Modis,MT,2.20
degradacao,"10","2015",Modis,MT,9.87
degradacao,"10","2015",Modis,MT,1.09
degradacao,"10","2015",Modis,MT,5.22
degradacao,"4","2019",Sentinel-1-2,MT,0.01
degradacao,"3","2016",Modis,MT,1.32
degradacao,"3","2016",Modis,MT,0.58
degradacao,"12","2015",Modis,MT,7.22
degradacao,"8","2016",Modis,MT,6.78
degradacao,"10","2015",Modis,MT,7.68
degradacao,"10","2015",Modis,MT,1.28
degradacao,"10","2015",Modis,MT,0.87
degradacao,"10","2015",Modis,MT,1.18
degradacao,"2","2010",Modis,MT,0.60
degradacao,"5","2010",Modis,MT,1.30
degradacao,"3","2010",Modis,MT,0.60
degradacao,"3","2010",Modis,MT,1.24
degradacao,"8","2016",Modis,MT,0.91
degradacao,"10","2015",Modis,MT,0.34
degradacao,"2","2010",Modis,MT,3.15
degradacao,"2","2010",Modis,MT,1.90
degradacao,"1","2021",Sentinel-1-2,MT,0.06
degradacao,"12","2020",Sentinel-1-2,MT,2.86
degradacao,"12","2020",Sentinel-1-2,MT,0.20
degradacao,"12","2020",Sentinel-1-2,MT,0.07
degradacao,"4","2010",Modis,MT,0.49
degradacao,"2","2010",Modis,MT,0.16
degradacao,"5","2010",Modis,MT,4.51
degradacao,"5","2010",Modis,MT,1.52
degradacao,"7","2009",Modis,MT,0.49
degradacao,"7","2009",Modis,MT,1.32
degradacao,"11","2009",Modis,MT,0.16
degradacao,"5","2009",Modis,MT,0.81
degradacao,"5","2009",Modis,MT,6.76
degradacao,"5","2009",Modis,MT,1.32
degradacao,"1","2009",Modis,MT,1.14
degradacao,"11","2009",Modis,MT,0.33
degradacao,"11","2009",Modis,MT,0.82
degradacao,"11","2009",Modis,MT,0.33
degradacao,"7","2009",Modis,MT,0.70
degradacao,"10","2009",Modis,MT,0.22
degradacao,"10","2009",Modis,MT,0.54
degradacao,"7","2009",Modis,MT,2.31
degradacao,"11","2020",Sentinel-1-2,MT,0.04
degradacao,"11","2020",Sentinel-1-2,MT,0.03
degradacao,"12","2020",Sentinel-1-2,MT,0.08
degradacao,"11","2009",Modis,MT,0.49
degradacao,"11","2009",Modis,MT,2.12
degradacao,"11","2009",Modis,MT,0.43
degradacao,"10","2009",Modis,MT,1.30
degradacao,"12","2020",Sentinel-1-2,MT,0.37
degradacao,"12","2020",Sentinel-1-2,MT,0.33
degradacao,"12","2020",Sentinel-1-2,MT,0.04
degradacao,"12","2020",Sentinel-1-2,MT,0.04
degradacao,"12","2020",Sentinel-1-2,MT,1.34
degradacao,"12","2020",Sentinel-1-2,MT,0.03
degradacao,"11","2020",Sentinel-1-2,MT,0.39
degradacao,"9","2020",Sentinel-1-2,MT,0.05
degradacao,"9","2020",Sentinel-1-2,MT,1.61
degradacao,"8","2020",Sentinel-1-2,MT,0.14
degradacao,"9","2019",Sentinel-1-2,MT,0.18
degradacao,"12","2020",Sentinel-1-2,MT,0.03
degradacao,"9","2020",Sentinel-1-2,MT,0.10
degradacao,"9","2020",Sentinel-1-2,MT,0.03
degradacao,"12","2020",Sentinel-1-2,MT,0.29
degradacao,"9","2019",Sentinel-1-2,MT,0.09
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"11","2010",Modis,MT,0.44
degradacao,"8","2020",Sentinel-1-2,MT,0.03
degradacao,"9","2020",Sentinel-1-2,MT,0.03
degradacao,"12","2019",Sentinel-1-2,MT,0.10
degradacao,"9","2020",Sentinel-1-2,MT,0.03
degradacao,"12","2013",Modis,MT,2.13
degradacao,"8","2013",Modis,MT,1.36
degradacao,"1","2015",Modis,MT,6.34
degradacao,"9","2019",Sentinel-1-2,MT,0.13
degradacao,"9","2019",Sentinel-1-2,MT,0.24
degradacao,"9","2019",Sentinel-1-2,MT,13.59
degradacao,"9","2014",Modis,MT,9.51
degradacao,"11","2014",Modis,MT,10.73
degradacao,"1","2015",Modis,MT,1.18
degradacao,"4","2015",Modis,MT,0.75
degradacao,"4","2014",Modis,MT,1.90
degradacao,"4","2014",Modis,MT,2.63
degradacao,"4","2014",Modis,MT,8.95
degradacao,"12","2013",Modis,MT,8.83
degradacao,"1","2011",Modis,MT,0.68
degradacao,"11","2020",Sentinel-1-2,MT,0.24
degradacao,"8","2020",Sentinel-1-2,MT,0.15
degradacao,"8","2020",Sentinel-1-2,MT,0.02
degradacao,"8","2020",Sentinel-1-2,MT,0.03
degradacao,"10","2020",Sentinel-1-2,MT,0.03
degradacao,"10","2020",Sentinel-1-2,MT,9.21
degradacao,"10","2020",Sentinel-1-2,MT,0.02
degradacao,"10","2020",Sentinel-1-2,MT,0.02
degradacao,"8","2020",Sentinel-1-2,MT,0.05
degradacao,"8","2020",Sentinel-1-2,MT,0.02
degradacao,"8","2020",Sentinel-1-2,MT,0.04
degradacao,"8","2020",Sentinel-1-2,MT,0.09
degradacao,"8","2020",Sentinel-1-2,MT,0.03
degradacao,"8","2020",Sentinel-1-2,MT,0.06
degradacao,"8","2020",Sentinel-1-2,MT,1.45
degradacao,"8","2020",Sentinel-1-2,MT,0.11
degradacao,"10","2017",Sentinel-1-2,MT,5.44
degradacao,"10","2017",Sentinel-1-2,MT,12.99
degradacao,"10","2017",Sentinel-1-2,MT,135.91
degradacao,"10","2017",Sentinel-1-2,MT,0.32
degradacao,"8","2020",Sentinel-1-2,MT,0.09
degradacao,"8","2020",Sentinel-1-2,MT,0.03
degradacao,"8","2020",Sentinel-1-2,MT,0.02
degradacao,"10","2017",Sentinel-1-2,MT,0.24
degradacao,"10","2017",Sentinel-1-2,MT,4.72
degradacao,"1","2009",Modis,MT,0.60
degradacao,"5","2009",Modis,MT,0.22
degradacao,"5","2009",Modis,MT,0.64
degradacao,"10","2017",Sentinel-1-2,MT,23.47
degradacao,"10","2017",Sentinel-1-2,MT,0.16
degradacao,"10","2017",Sentinel-1-2,MT,0.78
degradacao,"10","2017",Sentinel-1-2,MT,0.67
degradacao,"6","2009",Modis,MT,0.29
degradacao,"6","2009",Modis,MT,0.46
degradacao,"6","2009",Modis,MT,0.27
degradacao,"6","2009",Modis,MT,0.27
degradacao,"5","2009",Modis,MT,0.43
degradacao,"5","2009",Modis,MT,0.27
degradacao,"5","2009",Modis,MT,0.33
degradacao,"5","2009",Modis,MT,0.60
degradacao,"9","2008",Modis,MT,0.80
degradacao,"9","2008",Modis,MT,0.69
degradacao,"9","2008",Modis,MT,1.33
degradacao,"9","2008",Modis,MT,1.06
degradacao,"6","2009",Modis,MT,8.70
degradacao,"6","2009",Modis,MT,0.38
degradacao,"7","2009",Modis,MT,0.64
degradacao,"7","2009",Modis,MT,0.30
degradacao,"9","2017",Sentinel-1-2,MT,2.04
degradacao,"9","2017",Sentinel-1-2,MT,0.80
degradacao,"5","2009",Modis,MT,0.79
degradacao,"12","2010",Modis,MT,0.96
degradacao,"9","2008",Modis,MT,0.68
degradacao,"9","2011",Modis,MT,2.09
degradacao,"1","2012",Modis,MT,0.74
degradacao,"1","2009",Modis,MT,0.81
degradacao,"2","2009",Modis,MT,0.27
degradacao,"2","2009",Modis,MT,1.52
degradacao,"7","2009",Modis,MT,2.53
degradacao,"10","2017",Sentinel-1-2,MT,7.22
degradacao,"10","2017",Sentinel-1-2,MT,1.68
degradacao,"2","2009",Modis,MT,3.13
degradacao,"8","2016",Modis,MT,8.20
degradacao,"12","2010",Modis,MT,1.01
degradacao,"8","2010",Modis,MT,0.42
degradacao,"8","2010",Modis,MT,0.64
degradacao,"8","2010",Modis,MT,0.16
degradacao,"8","2010",Modis,MT,0.27
degradacao,"8","2010",Modis,MT,0.32
degradacao,"8","2010",Modis,MT,0.16
degradacao,"8","2010",Modis,MT,2.76
degradacao,"8","2010",Modis,MT,0.37
degradacao,"8","2010",Modis,MT,0.21
degradacao,"11","2020",Sentinel-1-2,MT,0.03
degradacao,"11","2020",Sentinel-1-2,MT,0.02
degradacao,"11","2020",Sentinel-1-2,MT,0.06
degradacao,"8","2010",Modis,MT,0.80
degradacao,"8","2010",Modis,MT,27.15
degradacao,"8","2010",Modis,MT,0.11
degradacao,"8","2010",Modis,MT,0.16
degradacao,"10","2019",Sentinel-1-2,MT,0.05
degradacao,"10","2019",Sentinel-1-2,MT,0.16
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.17
degradacao,"11","2020",Sentinel-1-2,MT,0.16
degradacao,"11","2020",Sentinel-1-2,MT,0.04
degradacao,"11","2020",Sentinel-1-2,MT,0.14
degradacao,"10","2019",Sentinel-1-2,MT,0.16
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.03
degradacao,"10","2019",Sentinel-1-2,MT,0.04
degradacao,"10","2019",Sentinel-1-2,MT,0.08
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.03
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.79
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.26
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.04
degradacao,"10","2019",Sentinel-1-2,MT,0.03
degradacao,"10","2019",Sentinel-1-2,MT,0.04
degradacao,"10","2019",Sentinel-1-2,MT,0.18
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.03
degradacao,"10","2019",Sentinel-1-2,MT,0.07
degradacao,"6","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.06
degradacao,"10","2019",Sentinel-1-2,MT,4.38
degradacao,"10","2019",Sentinel-1-2,MT,0.10
degradacao,"10","2019",Sentinel-1-2,MT,0.14
degradacao,"10","2016",Modis,MT,0.59
degradacao,"9","2008",Modis,MT,1.23
degradacao,"11","2010",Modis,MT,0.19
degradacao,"9","2018",Sentinel-1-2,MT,0.02
degradacao,"8","2019",Sentinel-1-2,MT,10.52
degradacao,"8","2019",Sentinel-1-2,MT,0.30
degradacao,"8","2019",Sentinel-1-2,MT,1.97
degradacao,"4","2011",Modis,MT,1.81
degradacao,"4","2011",Modis,MT,0.16
degradacao,"8","2011",Modis,MT,0.32
degradacao,"10","2020",Sentinel-1-2,MT,0.03
degradacao,"11","2010",Modis,MT,1.06
degradacao,"1","2011",Modis,MT,0.25
degradacao,"1","2011",Modis,MT,0.26
degradacao,"9","2018",Sentinel-1-2,MT,0.01
degradacao,"12","2015",Modis,MT,1.39
degradacao,"12","2015",Modis,MT,2.78
degradacao,"9","2017",Sentinel-1-2,MT,21.26
degradacao,"10","2017",Sentinel-1-2,MT,86.48
degradacao,"10","2017",Sentinel-1-2,MT,2.07
degradacao,"10","2017",Sentinel-1-2,MT,1.23
degradacao,"10","2017",Sentinel-1-2,MT,34.72
degradacao,"10","2017",Sentinel-1-2,MT,1.17
degradacao,"10","2017",Sentinel-1-2,MT,0.27
degradacao,"11","2019",Sentinel-1-2,MT,0.04
degradacao,"11","2019",Sentinel-1-2,MT,0.01
degradacao,"11","2019",Sentinel-1-2,MT,0.03
degradacao,"11","2019",Sentinel-1-2,MT,0.01
degradacao,"10","2017",Sentinel-1-2,MT,13.16
degradacao,"10","2017",Sentinel-1-2,MT,13.68
degradacao,"10","2017",Sentinel-1-2,MT,10.29
degradacao,"9","2020",Sentinel-1-2,MT,32.23
degradacao,"11","2019",Sentinel-1-2,MT,0.01
degradacao,"11","2019",Sentinel-1-2,MT,0.03
degradacao,"11","2019",Sentinel-1-2,MT,0.30
degradacao,"11","2019",Sentinel-1-2,MT,0.07
degradacao,"11","2019",Sentinel-1-2,MT,0.05
degradacao,"11","2019",Sentinel-1-2,MT,0.02
degradacao,"11","2019",Sentinel-1-2,MT,0.02
degradacao,"11","2019",Sentinel-1-2,MT,0.09
degradacao,"11","2019",Sentinel-1-2,MT,0.05
degradacao,"12","2019",Sentinel-1-2,MT,0.03
degradacao,"12","2019",Sentinel-1-2,MT,0.01
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"11","2019",Sentinel-1-2,MT,0.04
degradacao,"11","2019",Sentinel-1-2,MT,0.06
degradacao,"11","2019",Sentinel-1-2,MT,0.02
degradacao,"11","2019",Sentinel-1-2,MT,0.74
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.05
degradacao,"12","2019",Sentinel-1-2,MT,0.06
degradacao,"12","2019",Sentinel-1-2,MT,0.08
degradacao,"12","2019",Sentinel-1-2,MT,0.05
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.04
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2010",Modis,MT,2.22
degradacao,"10","2010",Modis,MT,1.75
degradacao,"12","2010",Modis,MT,0.16
degradacao,"12","2019",Sentinel-1-2,MT,0.32
degradacao,"12","2019",Sentinel-1-2,MT,0.04
degradacao,"12","2019",Sentinel-1-2,MT,0.24
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"1","2012",Modis,MT,0.16
degradacao,"12","2010",Modis,MT,0.96
degradacao,"5","2011",Modis,MT,0.41
degradacao,"7","2011",Modis,MT,0.26
degradacao,"8","2010",Modis,MT,0.61
degradacao,"12","2010",Modis,MT,0.77
degradacao,"12","2010",Modis,MT,0.60
degradacao,"12","2010",Modis,MT,0.16
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.03
degradacao,"12","2019",Sentinel-1-2,MT,0.05
degradacao,"12","2019",Sentinel-1-2,MT,0.04
degradacao,"12","2019",Sentinel-1-2,MT,0.08
degradacao,"12","2019",Sentinel-1-2,MT,0.04
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.05
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.08
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.02
degradacao,"12","2019",Sentinel-1-2,MT,0.01
degradacao,"12","2019",Sentinel-1-2,MT,0.03
degradacao,"9","2016",Modis,MT,5.42
degradacao,"9","2017",Sentinel-1-2,MT,3.33
degradacao,"9","2008",Modis,MT,0.87
degradacao,"9","2011",Modis,MT,23.26
degradacao,"12","2019",Sentinel-1-2,MT,0.01
degradacao,"10","2019",Sentinel-1-2,MT,0.02
degradacao,"10","2019",Sentinel-1-2,MT,0.07
degradacao,"5","2019",Sentinel-1-2,MT,0.24
degradacao,"10","2010",Modis,MT,0.83
degradacao,"12","2010",Modis,MT,0.48
degradacao,"12","2010",Modis,MT,0.32
degradacao,"4","2011",Modis,MT,0.22
degradacao,"9","2011",Modis,MT,0.27
degradacao,"9","2010",Modis,MT,17.15
degradacao,"10","2010",Modis,MT,0.28
degradacao,"4","2011",Modis,MT,0.33
degradacao,"8","2011",Modis,MT,0.11
degradacao,"5","2010",Modis,MT,1.08
degradacao,"10","2020",Sentinel-1-2,MT,0.05
degradacao,"4","2011",Modis,MT,6.40
degradacao,"4","2011",Modis,MT,12.69
degradacao,"4","2011",Modis,MT,0.65
degradacao,"4","2011",Modis,MT,0.20
degradacao,"10","2020",Sentinel-1-2,MT,0.22
degradacao,"10","2020",Sentinel-1-2,MT,0.22
degradacao,"10","2020",Sentinel-1-2,MT,0.04
degradacao,"10","2020",Sentinel-1-2,MT,0.11
degradacao,"10","2020",Sentinel-1-2,MT,0.05
degradacao,"10","2020",Sentinel-1-2,MT,0.02
degradacao,"10","2020",Sentinel-1-2,MT,0.09
degradacao,"10","2020",Sentinel-1-2,MT,0.12
degradacao,"9","2018",Sentinel-1-2,MT,0.22
degradacao,"9","2018",Sentinel-1-2,MT,0.02
degradacao,"9","2018",Sentinel-1-2,MT,0.01
degradacao,"10","2020",Sentinel-1-2,MT,0.03
degradacao,"10","2020",Sentinel-1-2,MT,5.36
degradacao,"10","2020",Sentinel-1-2,MT,0.04
degradacao,"10","2020",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,11.91
degradacao,"9","2018",Sentinel-1-2,MT,0.04
degradacao,"10","2017",Sentinel-1-2,PA,0.35
degradacao,"10","2017",Sentinel-1-2,PA,4.62
degradacao,"10","2017",Sentinel-1-2,PA,1.21
degradacao,"9","2018",Sentinel-1-2,MT,0.05
degradacao,"9","2018",Sentinel-1-2,MT,0.12
degradacao,"9","2018",Sentinel-1-2,MT,0.03
degradacao,"10","2020",Sentinel-1-2,MT,0.38
degradacao,"9","2020",Sentinel-1-2,MT,39.41
degradacao,"6","2020",Sentinel-1-2,MT,0.68
degradacao,"6","2020",Sentinel-1-2,MT,1.01
degradacao,"6","2020",Sentinel-1-2,MT,1.93
degradacao,"9","2020",Sentinel-1-2,MT,0.02
degradacao,"9","2020",Sentinel-1-2,MT,0.01
degradacao,"9","2020",Sentinel-1-2,MT,0.02
degradacao,"9","2020",Sentinel-1-2,MT,0.01
degradacao,"8","2020",Sentinel-1-2,MT,0.41
degradacao,"8","2020",Sentinel-1-2,MT,1.62
degradacao,"8","2020",Sentinel-1-2,MT,3.69
degradacao,"9","2020",Sentinel-1-2,MT,0.10
degradacao,"6","2020",Sentinel-1-2,MT,0.08
degradacao,"6","2020",Sentinel-1-2,MT,0.92
degradacao,"8","2020",Sentinel-1-2,MT,2.22
degradacao,"8","2020",Sentinel-1-2,MT,0.85
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2020",Sentinel-1-2,MT,2.14
degradacao,"9","2020",Sentinel-1-2,MT,0.02
degradacao,"9","2020",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.07
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,11.37
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,3.20
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"9","2019",Sentinel-1-2,MT,0.07
degradacao,"9","2019",Sentinel-1-2,MT,0.07
degradacao,"9","2019",Sentinel-1-2,MT,0.15
degradacao,"9","2019",Sentinel-1-2,MT,2.24
degradacao,"9","2019",Sentinel-1-2,MT,0.41
degradacao,"9","2019",Sentinel-1-2,MT,0.55
degradacao,"9","2019",Sentinel-1-2,MT,0.03
degradacao,"9","2019",Sentinel-1-2,MT,0.06
degradacao,"9","2019",Sentinel-1-2,MT,0.30
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.05
